,Title,Artist,Energy,Tempo,Danceability,Instrumentalness,Valence,Cluster
264,Sweet Little Sixteen,Chuck Berry,0.635,175.338,0.507,0.0,0.9620000000000001,2
265,Ain't No Mountain High Enough,Marvin Gaye,0.616,130.037,0.669,0.0,0.818,6
266,What The World Needs Now Is Love - Single Version,Jackie DeShannon,0.41200000000000003,106.917,0.42,0.0,0.498,3
267,Try a Little Tenderness,Otis Redding,0.133,102.93799999999999,0.5870000000000001,2.26e-05,0.068,3
268,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,0.818,124.47399999999999,0.452,2.72e-05,0.755,7
269,Enjoy the Silence,Depeche Mode,0.593,113.007,0.382,0.0169,0.22399999999999998,1
270,That's Amore,Dean Martin,0.17,124.04700000000001,0.40700000000000003,0.0,0.5770000000000001,5
271,Bye Bye Love,The Everly Brothers,0.523,169.59799999999998,0.547,0.0,0.89,2
272,Fields Of Gold,Sting,0.33899999999999997,103.99600000000001,0.6509999999999999,0.0141,0.32,3
273,Runaway,Del Shannon,0.609,151.387,0.506,0.0,0.769,2
274,Venus,Shocking Blue,0.762,128.111,0.691,0.0286,0.9570000000000001,6
275,Whiskey In The Jar,Thin Lizzy,0.9179999999999999,127.728,0.552,0.0053100000000000005,0.7070000000000001,6
276,Paint It Black,The Rolling Stones,0.845,159.50799999999998,0.504,0.0419,0.736,2
277,Woman,John Lennon,0.6559999999999999,79.70100000000001,0.588,0.00227,0.746,7
278,My Boy Lollipop,Millie Small,0.561,132.416,0.672,0.0369,0.8909999999999999,6
279,Tell It Like It Is,Aaron Neville,0.376,93.706,0.61,2.18e-06,0.565,0
280,All Day and All of the Night,The Kinks,0.915,136.345,0.563,8.46e-05,0.71,6
281,Save the Last Dance for Me,The Drifters,0.53,143.453,0.54,0.0,0.8959999999999999,2
282,Black Hole Sun,Soundgarden,0.8220000000000001,105.50299999999999,0.35100000000000003,0.000117,0.158,1
283,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,0.69,94.574,0.631,0.0,0.938,6
284,In My Life - Remastered,The Beatles,0.435,103.23899999999999,0.688,0.0,0.435,0
285,Many Rivers To Cross,Jimmy Cliff,0.278,137.468,0.406,0.0132,0.147,5
286,Stranger On The Shore,Acker Bilk,0.41100000000000003,104.814,0.33399999999999996,0.606,0.256,4
287,Fast Car,Tracy Chapman,0.292,103.95100000000001,0.711,0.0,0.19399999999999998,3
288,Le Freak,CHIC,0.746,118.616,0.867,0.0,0.9329999999999999,6
289,The Tracks Of My Tears,Smokey Robinson & The Miracles,0.33399999999999996,96.322,0.488,0.0,0.685,3
290,She Loves You - Mono / Remastered,The Beatles,0.895,150.109,0.308,0.0,0.902,2
291,Only Sixteen,Sam Cooke,0.391,112.28299999999999,0.737,0.0,0.83,0
292,Stuck On You,Elvis Presley,0.679,131.714,0.649,0.000615,0.96,6
293,Milord,Édith Piaf,0.38799999999999996,106.501,0.51,0.0,0.56,3
294,A Horse with No Name,America,0.506,123.179,0.654,0.0155,0.831,0
295,Walk This Way (feat. Aerosmith),Run–D.M.C.,0.578,105.598,0.759,8.18e-05,0.9440000000000001,6
296,Blueberry Hill - Remastered 2002,Fats Domino,0.506,136.662,0.479,2.6899999999999997e-05,0.83,2
297,The Long And Winding Road - Remastered,The Beatles,0.32899999999999996,132.282,0.299,0.0105,0.392,5
298,Superstition,Stevie Wonder,0.657,100.60700000000001,0.609,0.00221,0.872,6
299,Vincent,Don McLean,0.085,91.509,0.419,5.33e-06,0.45799999999999996,3
300,Georgia on My Mind,Ray Charles,0.316,130.939,0.28800000000000003,0.0,0.201,5
301,Be-Bop-A-Lula,Gene Vincent & His Blue Caps,0.561,127.63799999999999,0.607,0.0,0.841,6
302,Everlasting Love,Love Affair,0.569,120.531,0.49700000000000005,0.0,0.8109999999999999,7
303,ABC,The Jackson 5,0.7859999999999999,188.115,0.5720000000000001,0.00093,0.9520000000000001,2
304,In the Midnight Hour - 2006 Remaster; Single Version,Wilson Pickett,0.6409999999999999,111.84899999999999,0.6940000000000001,0.0,0.8690000000000001,6
305,Wake up Little Susie,The Everly Brothers,0.62,93.723,0.7090000000000001,0.0,0.9359999999999999,6
306,Con Te Partirò,Andrea Bocelli,0.364,100.535,0.249,0.00186,0.247,3
307,You Are The Sunshine Of My Life,Stevie Wonder,0.531,132.175,0.524,2.51e-05,0.6829999999999999,1
308,Mamma Mia,ABBA,0.7709999999999999,137.543,0.748,0.000333,0.782,6
309,Blue Suede Shoes - Rerecorded,Carl Perkins,0.552,164.873,0.461,0.0141,0.934,2
310,Jolene,Dolly Parton,0.537,110.57799999999999,0.674,0.0,0.809,0
311,Volare (Nel blu dipinto di blu),Domenico Modugno,0.237,128.467,0.5,0.000207,0.589,5
312,I Only Want To Be With You - Mono,Dusty Springfield,0.759,132.91299999999998,0.585,0.0,0.945,6
313,Dream A Little Dream Of Me,Cass Elliot,0.42700000000000005,134.586,0.413,0.0,0.306,5
314,One Fine Day,The Chiffons,0.552,89.574,0.486,1.54e-06,0.8959999999999999,7
315,Ruby Tuesday - Stereo Version,The Rolling Stones,0.5429999999999999,104.52799999999999,0.518,0.0,0.579,7
316,Stand By Your Man,Tammy Wynette,0.331,105.76100000000001,0.563,0.0008460000000000001,0.608,0
317,Pata pata,Miriam Makeba,0.8059999999999999,125.495,0.742,0.0,0.94,6
318,Albatross,Fleetwood Mac,0.0794,203.891,0.235,0.885,0.295,4
319,Mannish Boy,Muddy Waters,0.42100000000000004,109.79799999999999,0.636,0.0,0.498,0
320,Everyday Is Like Sunday - 2011 Remaster,Morrissey,0.8690000000000001,117.064,0.6,0.441,0.56,4
321,You Are So Beautiful,Joe Cocker,0.11,121.88,0.38799999999999996,0.00207,0.106,5
322,Spinning Wheel - Single Version,"Blood, Sweat & Tears",0.495,95.693,0.7140000000000001,1.52e-05,0.599,0
323,Personal Jesus,Depeche Mode,0.7290000000000001,130.041,0.6829999999999999,0.163,0.359,1
324,I Can See Clearly Now,Johnny Nash,0.46799999999999997,124.227,0.6579999999999999,8.68e-05,0.684,0
325,Smoke Gets In Your Eyes,The Platters,0.22699999999999998,114.27799999999999,0.29,7.950000000000001e-05,0.22399999999999998,3
326,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,0.74,118.23,0.293,0.00151,0.516,7
327,Love Is All Around,The Troggs,0.484,98.82,0.45899999999999996,0.0005769999999999999,0.688,7
328,When Doves Cry,Prince,0.9890000000000001,126.47,0.7290000000000001,4.45e-05,0.84,6
329,More Than a Feeling,Boston,0.682,108.736,0.377,0.00217,0.28800000000000003,1
330,Lili Marleen.,Marlene Dietrich,0.0863,83.915,0.31,0.0,0.321,3
331,Everything I Own,Bread,0.33799999999999997,79.241,0.365,0.0,0.446,3
332,She's Not There,The Zombies,0.8029999999999999,132.316,0.523,0.0,0.898,6
333,Oh Happy Day,The Edwin Hawkins Singers,0.462,116.78200000000001,0.321,0.0,0.457,5
334,Baker Street,Gerry Rafferty,0.349,113.762,0.49700000000000005,0.027999999999999997,0.42100000000000004,3
335,Both Sides Now,Joni Mitchell,0.156,97.235,0.623,0.0,0.32899999999999996,3
336,In The Mood,Glenn Miller,0.342,81.393,0.665,0.0815,0.8590000000000001,0
337,In the Summertime,Mungo Jerry,0.503,166.016,0.6,0.0,0.9420000000000001,2
338,Only the Lonely,Roy Orbison,0.529,123.273,0.57,0.00509,0.934,6
339,Brown Eyed Handsome Man - Single Version,Chuck Berry,0.902,180.993,0.52,6.25e-06,0.873,2
340,Those Were The Days - Remastered,Mary Hopkin,0.292,169.685,0.374,0.0005809999999999999,0.49700000000000005,5
341,Tell Him - Single Version,The Exciters,0.616,177.06099999999998,0.708,0.0,0.9079999999999999,2
342,Under the Boardwalk,The Drifters,0.35600000000000004,123.885,0.726,0.0,0.75,0
343,"Help Me, Rhonda - Remastered",The Beach Boys,0.748,139.739,0.544,0.0007160000000000001,0.825,2
344,Take Five,The Dave Brubeck Quartet,0.26,174.322,0.45399999999999996,0.00078,0.598,5
345,Telstar,The Tornados,0.7509999999999999,145.719,0.196,0.667,0.629,4
346,Proud Mary,Creedence Clearwater Revival,0.6409999999999999,120.745,0.6990000000000001,0.000218,0.728,6
347,She - Tous les visages de l’amour,Charles Aznavour,0.39299999999999996,132.069,0.348,0.0,0.35700000000000004,5
348,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,0.588,104.413,0.727,5.46e-06,0.9640000000000001,6
349,Under the Bridge,Red Hot Chili Peppers,0.345,84.581,0.5589999999999999,0.000105,0.45799999999999996,3
350,Why Do Fools Fall in Love,Frankie Lymon & The Teenagers,0.45799999999999996,174.14700000000002,0.439,6.02e-05,0.866,2
351,Surfin' U.S.A. - Remastered,The Beach Boys,0.868,158.563,0.55,0.0,0.9620000000000001,2
352,One Love / People Get Ready,Bob Marley & The Wailers,0.523,76.292,0.725,0.0,0.95,0
353,He Ain't Heavy He's My Brother,The Hollies,0.275,75.75399999999999,0.319,0.000365,0.253,3
354,Let's Get It On,Marvin Gaye,0.605,166.91,0.54,1.71e-06,0.629,2
355,King Of The Road,Roger Miller,0.249,120.51899999999999,0.7070000000000001,3.51e-06,0.736,0
356,Bo Diddley,Bo Diddley,0.706,105.682,0.81,0.0,0.608,6
357,Baby I Need Your Loving,Four Tops,0.6990000000000001,121.376,0.628,0.0,0.639,6
358,Don't You Want Me,The Human League,0.738,117.656,0.731,0.0,0.958,6
359,I Shot The Sheriff,The Wailers,0.644,96.87,0.797,6.51e-05,0.706,0
360,Space Oddity - 1999 Remaster,David Bowie,0.423,136.205,0.31,1.3500000000000001e-05,0.457,5
361,Gold - 2003 Remaster,Spandau Ballet,0.802,143.116,0.7240000000000001,0.0016,0.7290000000000001,6
362,I'm a Believer,The Monkees,0.772,79.462,0.503,2.47e-06,0.935,7
363,Unforgettable,Nat King Cole,0.182,136.092,0.349,0.0152,0.17800000000000002,5
364,Tequila,The Champs,0.742,89.74799999999999,0.6709999999999999,0.679,0.897,4
365,Paperback Writer - Remastered,The Beatles,0.685,157.394,0.502,6.45e-06,0.805,2
366,What's Going On,Marvin Gaye,0.833,205.375,0.245,0.0,0.805,2
367,Blue Eyes - Remastered 2003,Elton John,0.22899999999999998,106.665,0.518,0.0036299999999999995,0.159,3
368,"I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995",Meat Loaf,0.5529999999999999,76.115,0.265,0.0,0.237,3
369,Roll Over Beethoven - Single Version,Chuck Berry,0.882,92.676,0.72,0.0,0.8240000000000001,6
370,The Locomotion,Little Eva,0.782,128.97299999999998,0.629,0.0215,0.736,6
371,Keep On Running - Mono Version,The Spencer Davis Group,0.7609999999999999,138.681,0.66,0.0,0.679,6
372,I'm So Lonesome I Could Cry - Single Version,Hank Williams,0.125,111.178,0.645,0.000391,0.518,0
373,Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,0.764,143.319,0.5589999999999999,0.0299,0.932,2
374,"Memphis, Tennessee - Single Version",Chuck Berry,0.276,97.961,0.789,1.23e-06,0.782,0
375,Boulevard of Broken Dreams,Green Day,0.679,167.046,0.49,1.5399999999999998e-05,0.506,2
376,Beat It,Michael Jackson,0.711,138.72799999999998,0.7759999999999999,0.00035299999999999996,0.9009999999999999,6
377,God Save The Queen,Sex Pistols,0.9009999999999999,147.19899999999998,0.304,0.000376,0.541,2
378,As Tears Go By - Remastered 2002,The Rolling Stones,0.27899999999999997,112.69200000000001,0.373,0.00339,0.386,3
379,Upside Down,Diana Ross,0.904,107.955,0.887,0.0101,0.89,6
380,Sgt. Pepper's Lonely Hearts Club Band - Remastered,The Beatles,0.6729999999999999,95.51299999999999,0.451,0.00225,0.583,7
381,Friday I'm In Love,The Cure,0.763,136.205,0.526,6.75e-05,0.514,1
382,Use Somebody,Kings of Leon,0.715,137.028,0.276,0.000417,0.17300000000000001,5
383,Thank You For The Music,ABBA,0.43700000000000006,201.442,0.29100000000000004,0.0,0.278,5
384,Gloria (feat. Van Morrison) - Stereo Version,Them,0.703,129.118,0.6409999999999999,0.0054600000000000004,0.722,6
385,Song For Guy - Single Version,Elton John,0.18899999999999997,122.569,0.45899999999999996,0.0051600000000000005,0.114,5
386,Build Me Up Buttercup,The Foundations,0.423,133.612,0.657,0.0,0.8420000000000001,0
387,Jealous Guy - Remastered 2010,John Lennon,0.389,131.366,0.489,0.32,0.254,5
388,Big Yellow Taxi,Joni Mitchell,0.47,85.527,0.611,0.0,0.97,0
389,Sir Duke,Stevie Wonder,0.568,106.93799999999999,0.588,0.0,0.9520000000000001,6
390,Do You Love Me,The Contours,0.8079999999999999,150.768,0.62,0.0,0.7879999999999999,2
391,Perfect Day,Lou Reed,0.267,144.799,0.4,0.00734,0.0872,5
392,Don't Speak,No Doubt,0.7070000000000001,76.05,0.522,2.0399999999999998e-05,0.5720000000000001,7
393,New Year's Day - Remastered 2008,U2,0.836,133.468,0.539,0.062,0.647,1
394,Blackbird - Remastered,The Beatles,0.127,93.699,0.6859999999999999,1.4099999999999999e-05,0.37200000000000005,3
395,"What'd I Say, Pt. 1 & 2",Ray Charles,0.6809999999999999,88.385,0.54,0.0,0.794,7
396,All Shook Up,Elvis Presley,0.6679999999999999,73.851,0.665,0.0,0.938,6
397,I'll Take You There,The Staple Singers,0.595,101.632,0.846,1.96e-06,0.78,0
398,I Can See For Miles,The Who,0.804,130.838,0.354,2.2899999999999998e-05,0.21100000000000002,1
399,Great Balls of Fire,Jerry Lee Lewis,0.627,79.567,0.5920000000000001,0.0,0.909,7
400,All Right Now,Free,0.484,119.993,0.7809999999999999,0.000138,0.804,0
401,Foxey Lady,Jimi Hendrix,0.847,98.096,0.507,0.237,0.5660000000000001,7
402,In The Still Of The Nite,The Five Satins,0.33,72.428,0.531,0.0,0.41600000000000004,3
403,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,0.637,105.205,0.619,0.0,0.9359999999999999,6
404,It's Not Unusual,Tom Jones,0.716,184.49900000000002,0.34600000000000003,0.0,0.904,2
405,Chapel of Love,The Dixie Cups,0.354,124.63,0.593,0.0,0.7929999999999999,0
406,Return To Innocence,Enigma,0.584,88.02600000000001,0.47600000000000003,0.0,0.41700000000000004,7
407,Changes - 2015 Remaster,David Bowie,0.308,114.719,0.547,0.0,0.41,3
408,It's Too Late,Carole King,0.441,208.282,0.45,0.00562,0.8109999999999999,2
409,Summer Of '69,Bryan Adams,0.843,139.136,0.507,0.0,0.7040000000000001,2
410,You Keep Me Hangin' On,The Supremes,0.612,127.647,0.682,0.0,0.845,6
411,At Last - Single Version,Etta James,0.326,174.794,0.168,0.0006,0.322,5
412,Wuthering Heights,Kate Bush,0.392,124.572,0.48100000000000004,0.0452,0.52,5
413,Chain Gang,Sam Cooke,0.7240000000000001,131.821,0.703,0.0,0.963,6
414,Da Doo Ron Ron (When He Walked Me Home),The Crystals,0.797,148.835,0.535,3.4200000000000005e-05,0.613,2
415,Hungry Heart,Bruce Springsteen,0.894,109.823,0.6409999999999999,0.009000000000000001,0.972,6
416,Band On The Run - Remastered 2010,Paul McCartney,0.601,124.96600000000001,0.479,0.0014199999999999998,0.669,7
417,Sexual Healing,Marvin Gaye,0.601,94.382,0.805,0.000129,0.746,0
418,Runaround Sue - Remastered 1991,Dion,0.5670000000000001,78.227,0.544,3.85e-06,0.5589999999999999,7
419,Who Do You Love - Single Version,Bo Diddley,0.9109999999999999,112.681,0.644,0.0,0.682,6
420,Satellite of Love,Lou Reed,0.502,121.861,0.45799999999999996,5.51e-06,0.5710000000000001,7
421,I Still Haven't Found What I'm Looking For,U2,0.7859999999999999,100.861,0.565,0.0022600000000000003,0.627,7
422,(Just Like) Starting Over,John Lennon,0.79,99.104,0.701,6.0599999999999996e-05,0.42100000000000004,1
423,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,0.498,116.271,0.58,0.0,0.111,1
424,Moondance - 2013 Remaster,Van Morrison,0.282,67.40899999999999,0.606,8.3e-06,0.563,3
425,"My Favorite Things, Pt. 1 - Single Version",John Coltrane,0.257,164.4,0.29600000000000004,3.7e-05,0.26,5
426,Love Is Strange,Mickey & Sylvia,0.301,121.694,0.57,8.23e-05,0.8079999999999999,0
427,Should I Stay or Should I Go - Remastered,The Clash,0.833,113.375,0.742,0.0,0.816,6
428,"Shake, Rattle and Roll",Big Joe Turner,0.366,155.298,0.601,4.91e-05,0.902,2
429,Alone Again (Naturally),Gilbert O'Sullivan,0.46399999999999997,171.762,0.5579999999999999,0.000133,0.5589999999999999,2
430,Voodoo Child (Slight Return),Jimi Hendrix,0.91,175.56099999999998,0.214,0.00839,0.447,2
431,Strawberry Fields Forever - Remastered,The Beatles,0.502,97.87100000000001,0.39,0.000138,0.289,3
432,Mr. Tambourine Man,The Byrds,0.47,120.336,0.456,3.76e-05,0.639,7
433,Lola - Remastered,The Kinks,0.8390000000000001,151.842,0.46799999999999997,0.461,0.935,4
434,Honesty,Billy Joel,0.265,135.476,0.552,0.0,0.212,5
435,Gimme Shelter,The Rolling Stones,0.616,118.65,0.63,0.0408,0.509,1
436,Redemption Song,Bob Marley & The Wailers,0.256,115.87100000000001,0.6709999999999999,0.0,0.6940000000000001,0
437,Don't Worry Baby,The Beach Boys,0.517,121.164,0.53,0.0,0.8009999999999999,7
438,Everyday - Single Version,Buddy Holly,0.255,135.346,0.731,0.0,0.564,0
439,Where Did Our Love Go - Stereo Version,The Supremes,0.54,134.67600000000002,0.562,3.86e-06,0.7929999999999999,6
440,Don't Dream It's Over,Crowded House,0.752,81.917,0.451,0.000202,0.358,7
441,Another Day in Paradise - 2016 Remaster,Phil Collins,0.565,101.96700000000001,0.78,0.0026899999999999997,0.365,0
442,Never Tear Us Apart,INXS,0.613,96.6,0.664,0.000128,0.193,1
443,Comfortably Numb - 2011 Remastered Version,Pink Floyd,0.366,127.167,0.47200000000000003,0.308,0.171,5
444,What Becomes Of The Brokenhearted,Jimmy Ruffin,0.423,98.62299999999999,0.715,0.0,0.596,0
445,Wichita Lineman - Remastered 2001,Glen Campbell,0.392,172.312,0.192,0.000199,0.391,5
446,Piano Man,Billy Joel,0.47700000000000004,179.239,0.33399999999999996,4.17e-06,0.405,5
447,Back In Black,AC/DC,0.7,188.386,0.31,0.00965,0.763,2
448,96 Tears,? & The Mysterians,0.556,123.62700000000001,0.6559999999999999,1.88e-05,0.833,6
449,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,0.662,121.154,0.38299999999999995,0.0,0.138,1
450,Daniel,Elton John,0.47700000000000004,132.071,0.688,4.93e-05,0.897,0
451,Up Where We Belong,Joe Cocker,0.304,139.862,0.631,2.5e-05,0.25,5
452,Jersey Girl,Tom Waits,0.39299999999999996,175.197,0.33399999999999996,0.0996,0.239,5
453,"Get Up, Stand Up - Single Version",Bob Marley & The Wailers,0.6759999999999999,80.328,0.742,0.0,0.882,6
454,Mr. Jones,Counting Crows,0.8140000000000001,141.606,0.58,1.8000000000000001e-06,0.722,6
455,A Change Is Gonna Come,Sam Cooke,0.4,169.683,0.214,0.0,0.508,5
456,Dust in the Wind,Kansas,0.322,93.50299999999999,0.475,0.00056,0.387,3
457,Je t'aime moi non plus,Serge Gainsbourg,0.426,82.881,0.461,0.0008789999999999999,0.5529999999999999,3
458,I Will Survive - Single Version,Gloria Gaynor,0.8290000000000001,115.904,0.773,0.00349,0.63,6
459,Spanish Flea,Herb Alpert & The Tijuana Brass,0.53,81.673,0.8320000000000001,0.956,0.867,4
460,Words,Bee Gees,0.287,81.02600000000001,0.316,4e-06,0.22399999999999998,3
461,Smooth (feat. Rob Thomas),Santana,0.9229999999999999,115.99600000000001,0.609,4.73e-06,0.961,6
462,"Endless Love - From ""The Endless Love"" Soundtrack",Lionel Richie,0.325,93.49,0.43799999999999994,0.00020800000000000001,0.223,3
463,True Colors,Cyndi Lauper,0.207,171.282,0.397,3.07e-05,0.268,5
464,Got My Mind Set On You - Remastered 2004,George Harrison,0.8540000000000001,149.20600000000002,0.767,2.03e-06,0.963,6
465,The Last Time - Remastered 2002,The Rolling Stones,0.9259999999999999,167.435,0.32899999999999996,0.852,0.385,4
466,Forever Young,Alphaville,0.483,136.822,0.489,0.0028,0.33299999999999996,5
467,I Got You (I Feel Good),James Brown & The Famous Flames,0.475,71.82600000000001,0.654,2.96e-06,0.684,0
468,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,0.35,108.977,0.667,0.12300000000000001,0.937,0
469,We've Only Just Begun,Carpenters,0.287,86.46700000000001,0.373,9.41e-06,0.317,3
470,Riders on the Storm,The Doors,0.722,103.885,0.5489999999999999,0.0138,0.716,7
471,Wild World,Yusuf / Cat Stevens,0.508,151.86700000000002,0.484,0.000791,0.5539999999999999,5
472,Sweet Emotion,Aerosmith,0.76,99.43700000000001,0.38,0.0294,0.491,7
473,Good Times,CHIC,0.657,110.596,0.87,0.0102,0.893,6
474,Since I Don't Have You,The Skyliners,0.522,142.53799999999998,0.28600000000000003,0.0,0.564,5
475,War Pigs,Black Sabbath,0.612,91.499,0.46399999999999997,0.0055899999999999995,0.496,7
476,Hit the Road Jack,Ray Charles,0.618,172.74099999999999,0.613,0.0,0.94,2
477,Angel Of The Morning,Juice Newton,0.233,75.17399999999999,0.456,6.42e-05,0.424,3
478,These Boots Are Made For Walkin',Nancy Sinatra,0.392,82.742,0.74,1.11e-06,0.387,0
479,Good Golly Miss Molly,Little Richard,0.873,166.18900000000002,0.557,0.00021,0.9670000000000001,2
480,Don't Know Why,Norah Jones,0.198,88.17399999999999,0.732,1.1e-05,0.618,0
481,Anarchy In The UK,Sex Pistols,0.9490000000000001,134.118,0.359,0.000396,0.212,1
482,"Hello, I Love You",The Doors,0.5539999999999999,117.835,0.597,0.0,0.963,6
483,"Oxygene, Pt. 4",Jean-Michel Jarre,0.755,188.929,0.43200000000000005,0.595,0.6559999999999999,4
484,Soul Man,Sam & Dave,0.818,114.949,0.672,4.95e-06,0.727,6
485,Ode To Billie Joe,Bobbie Gentry,0.18899999999999997,120.14200000000001,0.637,0.0,0.695,0
486,Dizzy,Tommy Roe,0.45399999999999996,101.895,0.792,0.0027,0.617,0
487,Cecilia,Simon & Garfunkel,0.8759999999999999,102.762,0.755,5.17e-06,0.9540000000000001,6
488,With A Little Help From My Friends - Remastered,The Beatles,0.515,112.035,0.705,0.0,0.8029999999999999,0
489,Night Fever,Bee Gees,0.795,109.12200000000001,0.733,0.0009480000000000001,0.892,6
490,Maybellene - Single Version,Chuck Berry,0.768,117.51799999999999,0.758,0.0,0.753,6
491,Clair,Gilbert O'Sullivan,0.518,105.635,0.75,0.0,0.612,0
492,Rolling in the Deep,Adele,0.77,104.948,0.73,0.0,0.507,1
493,Kiss,Prince,0.271,111.485,0.898,0.0013800000000000002,0.742,0
494,(Don't Fear) The Reaper,Blue Öyster Cult,0.927,141.466,0.33299999999999996,0.00020800000000000001,0.385,1
495,Beautiful,Christina Aguilera,0.573,76.19,0.456,3.05e-06,0.0992,3
496,Ordinary World,Duran Duran,0.652,140.124,0.47200000000000003,1.12e-05,0.401,1
497,Crocodile Rock,Elton John,0.8,149.91,0.621,1.51e-05,0.968,6
498,Chasing Cars,Snow Patrol,0.595,104.01100000000001,0.56,6.47e-05,0.14400000000000002,1
499,Baba O'Riley,The Who,0.7240000000000001,117.292,0.489,0.185,0.15,1
500,El Condor Pasa (If I Could),Simon & Garfunkel,0.214,147.795,0.33,0.0701,0.275,5
501,Top Of The World,Carpenters,0.34299999999999997,184.301,0.379,0.0,0.6940000000000001,2
502,People Get Ready - Single Version,The Impressions,0.22699999999999998,143.346,0.423,0.000242,0.37,5
503,Where Have All the Flowers Gone?,Pete Seeger,0.188,134.36700000000002,0.38799999999999996,0.0425,0.452,5
504,Help! - Remastered,The Beatles,0.725,95.00299999999999,0.534,0.0,0.763,7
505,Leaving on a Jet Plane,John Denver,0.27899999999999997,132.939,0.486,0.0,0.469,5
506,Green Onions,Booker T. & the M.G.'s,0.514,136.83700000000002,0.816,0.9490000000000001,0.912,4
507,Nights In White Satin - Single Version,The Moody Blues,0.34600000000000003,79.02600000000001,0.21,0.336,0.22,3
508,If You Don't Know Me by Now (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,0.371,93.681,0.467,6.670000000000001e-05,0.478,3
509,I Started A Joke,Bee Gees,0.46399999999999997,144.775,0.31,8.94e-06,0.431,5
510,Pride (In The Name Of Love) - Remastered 2009,U2,0.843,105.70100000000001,0.45799999999999996,0.000296,0.713,7
511,California Girls - Remix/Remastered,The Beach Boys,0.802,115.46,0.45899999999999996,1.07e-06,0.843,7
512,Changes,Black Sabbath,0.23800000000000002,81.264,0.289,2.7300000000000003e-05,0.187,3
513,Paper Planes,M.I.A.,0.848,172.247,0.447,7.45e-05,0.485,2
514,Blinded by the Light - Single Edit,Manfred Mann's Earth Band,0.56,140.511,0.593,0.0036899999999999997,0.5770000000000001,1
515,Long Tall Sally,Little Richard,0.635,183.665,0.415,0.0,0.8420000000000001,2
516,Get It On,T. Rex,0.878,126.59,0.728,0.856,0.9109999999999999,4
517,"I Can't Help Myself (Sugar Pie, Honey Bunch) - Single Version (Mono)",Four Tops,0.784,127.916,0.682,0.0,0.9690000000000001,6
518,Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,0.57,140.974,0.39799999999999996,0.00125,0.23399999999999999,5
519,Here I Go Again,Whitesnake,0.877,92.975,0.484,0.00016999999999999999,0.687,7
520,We Shall Overcome - Live,Joan Baez,0.188,96.83200000000001,0.348,0.00314,0.174,3
521,Lucy In The Sky With Diamonds - Remastered,The Beatles,0.325,65.09,0.311,0.0,0.6679999999999999,3
522,With Arms Wide Open,Creed,0.6829999999999999,140.266,0.32299999999999995,0.0,0.19,5
523,Angie - Remastered 2009,The Rolling Stones,0.5539999999999999,136.30200000000002,0.429,0.000152,0.40700000000000003,5
524,Leader Of The Pack,The Shangri-Las,0.557,116.512,0.42100000000000004,0.0,0.344,1
525,The Letter,The Box Tops,0.428,139.434,0.638,0.0,0.9009999999999999,0
526,Summertime,Billie Holiday,0.22,99.652,0.623,2.2e-06,0.655,0
527,All the Young Dudes,Mott The Hoople,0.493,77.55,0.239,1.14e-06,0.457,3
528,I Want To Hold Your Hand - Remastered,The Beatles,0.703,130.915,0.496,2.08e-06,0.9359999999999999,6
529,Change the World,Eric Clapton,0.5579999999999999,96.887,0.721,0.00563,0.542,0
530,(They Long To Be) Close To You,Carpenters,0.233,89.044,0.528,0.00010800000000000001,0.20800000000000002,3
531,Losing My Religion,R.E.M.,0.852,125.632,0.664,0.0,0.807,6
532,Brown Eyed Girl,Van Morrison,0.583,150.572,0.491,0.0,0.907,2
533,A Hard Day's Night - Remastered,The Beatles,0.805,138.514,0.59,0.0,0.797,6
534,For Once In My Life,Stevie Wonder,0.588,109.39399999999999,0.597,0.0,0.831,6
535,Do They Know It's Christmas? - 1984 Version,Band Aid,0.642,115.412,0.599,3.3299999999999996e-05,0.349,1
536,"Reach Out, I'll Be There",Four Tops,0.79,119.566,0.622,0.0,0.73,6
537,Do You Want To Dance,Bobby Freeman,0.43799999999999994,155.537,0.625,3.7e-05,0.9570000000000001,2
538,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.826,103.564,0.703,0.00629,0.945,6
539,London Calling - Remastered,The Clash,0.8009999999999999,133.763,0.6509999999999999,0.0,0.7759999999999999,6
540,White Room,Cream,0.5760000000000001,109.833,0.555,0.0045899999999999995,0.495,1
541,Keep A Knockin,Little Richard,0.9259999999999999,170.467,0.335,3.13e-06,0.948,2
542,S.O.S.,ABBA,0.723,125.102,0.41700000000000004,0.000942,0.473,1
