,Title,Artist,Energy,Tempo,Danceability,Instrumentalness,Valence,Cluster
543,Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,0.9329999999999999,119.93299999999999,0.625,0.00149,0.145,1
544,Centerfold,The J. Geils Band,0.677,114.37,0.653,0.0,0.888,6
545,Girls Just Want to Have Fun,Cyndi Lauper,0.7879999999999999,120.465,0.7070000000000001,0.000571,0.746,6
546,I Was Made For Lovin' You,KISS,0.852,128.374,0.768,7.45e-05,0.867,6
547,Everyday People,Sly & The Family Stone,0.49700000000000005,114.523,0.807,0.0323,0.765,0
548,Invisible Touch - Remastered 2007,Genesis,0.94,131.037,0.623,0.0018399999999999998,0.8370000000000001,6
549,The Fish Cheer & I-Feel-Like-I’m-Fixin’-To-Die Rag,Country Joe & The Fish,0.46,110.639,0.623,1.56e-05,0.736,0
550,Then He Kissed Me,The Crystals,0.682,135.917,0.44,3.3299999999999996e-05,0.626,2
551,You Shook Me All Night Long,AC/DC,0.767,127.361,0.532,0.000513,0.755,6
552,Honky Tonk Women,The Rolling Stones,0.789,119.62799999999999,0.562,0.0253,0.966,6
553,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra) - Single Version",Doris Day,0.33799999999999997,175.575,0.4,0.0,0.72,2
554,On the Road Again - Live,Willie Nelson,0.715,111.036,0.7140000000000001,0.0056700000000000006,0.841,6
555,Mack the Knife,Bobby Darin,0.529,82.755,0.5489999999999999,0.0,0.46399999999999997,3
556,The Living Years,Mike & The Mechanics,0.429,97.89299999999999,0.527,0.0,0.27699999999999997,3
557,Friday On My Mind,The Easybeats,0.991,95.105,0.374,0.000719,0.51,7
558,Somewhere Only We Know,Keane,0.665,172.00400000000002,0.44799999999999995,2.55e-05,0.304,5
559,We Will Rock You - Remastered,Queen,0.49700000000000005,81.308,0.6920000000000001,0.0,0.475,0
560,That's the Way (I Like It) - Edit,KC & The Sunshine Band,0.9,108.698,0.6559999999999999,0.0014199999999999998,0.9470000000000001,6
561,Money - 2011 Remastered Version,Pink Floyd,0.537,124.193,0.469,0.00201,0.7829999999999999,7
562,Crimson & Clover,Tommy James & The Shondells,0.6920000000000001,82.499,0.408,0.0255,0.684,7
563,Crying,Roy Orbison,0.293,96.685,0.35,8.21e-06,0.162,3
564,Love Will Tear Us Apart,Joy Division,0.956,146.754,0.44299999999999995,0.825,0.909,4
565,No One Knows,Queens of the Stone Age,0.584,170.41099999999997,0.509,9.96e-05,0.685,2
566,While My Guitar Gently Weeps - Remastered,The Beatles,0.654,115.0,0.45299999999999996,0.00395,0.7020000000000001,7
567,Beautiful Day,U2,0.9279999999999999,136.25799999999998,0.536,0.00134,0.389,1
568,Everybody Needs Somebody to Love,Solomon Burke,0.5429999999999999,75.51899999999999,0.629,0.0,0.858,0
569,Sloop John B - Remastered,The Beach Boys,0.745,125.575,0.5670000000000001,0.0,0.903,6
570,Guantanamera,The Sandpipers,0.257,205.852,0.318,0.00295,0.647,5
571,"Show Me Heaven - From ""Days Of Thunder"" Soundtrack",Maria McKee,0.495,155.884,0.522,0.000176,0.513,5
572,Rave On,Buddy Holly,0.706,159.525,0.547,1.26e-06,0.963,2
573,Jambalaya (On The Bayou) - Single Version,Hank Williams,0.192,162.946,0.517,3.01e-06,0.894,2
574,"Yeh, Yeh",Georgie Fame & The Blue Flames,0.5429999999999999,88.58200000000001,0.618,0.0,0.649,0
575,(Everything I Do) I Do It For You,Bryan Adams,0.363,131.224,0.52,1.13e-05,0.273,5
576,Rhinestone Cowboy,Glen Campbell,0.43700000000000006,114.973,0.687,8.18e-05,0.74,0
577,I Love Rock 'N Roll,Joan Jett & The Blackhearts,0.716,94.37899999999999,0.535,0.0,0.9009999999999999,7
578,Joy To The World,Three Dog Night,0.782,129.1,0.6729999999999999,6.19e-05,0.975,6
579,Need You Tonight,INXS,0.61,108.698,0.7929999999999999,0.48700000000000004,0.7809999999999999,4
580,Magic,Pilot,0.588,203.145,0.39299999999999996,0.0,0.728,2
581,Dream On,Aerosmith,0.433,160.9,0.307,9.08e-05,0.22399999999999998,5
582,Killing In The Name,Rage Against The Machine,0.833,88.785,0.466,0.0,0.6609999999999999,7
583,Good Lovin' - Single Version,The Young Rascals,0.507,196.49400000000003,0.252,0.00057,0.816,2
584,Cupid,Sam Cooke,0.433,120.471,0.485,0.0,0.825,7
585,If You Wanna Be Happy,Jimmy Soul,0.875,93.242,0.639,1.18e-05,0.873,6
586,You Sexy Thing,Hot Chocolate,0.7340000000000001,105.854,0.7909999999999999,0.00165,0.9620000000000001,6
587,Holding Back the Years - 2008 Remaster,Simply Red,0.514,86.035,0.7070000000000001,0.00015900000000000002,0.524,0
588,Hero,Mariah Carey,0.37799999999999995,119.98700000000001,0.501,0.0,0.17800000000000002,5
589,Yellow,Coldplay,0.6609999999999999,173.372,0.429,0.000121,0.285,5
590,Dancing In The Moonlight,King Harvest,0.7190000000000001,136.153,0.653,0.0,0.682,6
591,Money For Nothing,Dire Straits,0.667,134.219,0.6659999999999999,0.0005,0.679,6
592,I Only Have Eyes for You,The Flamingos,0.313,88.554,0.552,0.0017,0.303,3
593,Sunny Afternoon - Mono Mix,The Kinks,0.535,124.22399999999999,0.564,0.0,0.46299999999999997,1
594,Sound and Vision - 1999 Remaster,David Bowie,0.732,106.213,0.657,0.41200000000000003,0.835,4
595,Can't Take My Eyes off You,Frankie Valli,0.764,123.821,0.575,1.07e-05,0.536,1
596,Kiss from a Rose,Seal,0.532,131.741,0.583,0.0,0.223,1
597,Chariots Of Fire,Vangelis,0.27699999999999997,135.925,0.446,0.7859999999999999,0.0706,4
598,September,"Earth, Wind & Fire",0.8320000000000001,125.926,0.6970000000000001,0.00131,0.9790000000000001,6
599,Sailing,Rod Stewart,0.374,128.56,0.43,0.379,0.191,5
600,Wonderful Life,Black,0.521,106.055,0.72,0.36,0.823,0
601,Amazing Grace,Judy Collins,0.263,87.74700000000001,0.192,0.0,0.196,3
602,Come As You Are,Nirvana,0.8240000000000001,120.125,0.5,0.00161,0.539,1
603,Hello,Lionel Richie,0.222,61.648,0.424,0.0,0.0606,3
604,Wish You Were Here - 2011 Remastered Version,Pink Floyd,0.262,122.883,0.48100000000000004,0.0114,0.375,5
605,Carry on Wayward Son,Kansas,0.7859999999999999,126.755,0.48200000000000004,8.88e-05,0.7929999999999999,7
606,Un-Break My Heart,Toni Braxton,0.426,110.01799999999999,0.625,0.0,0.11199999999999999,3
607,Midnight Train to Georgia,Gladys Knight & The Pips,0.47700000000000004,89.72399999999999,0.579,0.0,0.537,0
608,Speed of Sound,Coldplay,0.898,123.06700000000001,0.514,0.0345,0.353,1
609,Baby Can I Hold You,Tracy Chapman,0.42200000000000004,74.375,0.6920000000000001,0.0,0.46799999999999997,0
610,It Never Rains in Southern California,Albert Hammond,0.565,116.61,0.626,0.0,0.924,6
611,Shakin' All Over - 2004 Remaster,Johnny Kidd & The Pirates,0.672,125.227,0.772,1.22e-05,0.6940000000000001,6
612,Watching The Detectives - Single Version,Elvis Costello,0.358,133.46200000000002,0.795,1.85e-05,0.8,0
613,Can't Buy Me Love - Remastered,The Beatles,0.677,170.72,0.483,0.0,0.8420000000000001,2
614,The Way It Is,Bruce Hornsby and the Range,0.8140000000000001,111.04,0.574,0.0546,0.495,1
615,Stressed Out,Twenty One Pilots,0.637,169.977,0.7340000000000001,2.2899999999999998e-05,0.648,2
616,Love is Blue,Paul Mauriat,0.499,104.361,0.48200000000000004,0.899,0.281,4
617,My Sharona,The Knack,0.7,147.245,0.586,0.00125,0.897,2
618,Wonderwall,Oasis,0.852,174.31900000000002,0.40399999999999997,0.0,0.48200000000000004,2
619,Mad World,Tears For Fears,0.902,118.721,0.6459999999999999,0.0285,0.9359999999999999,6
620,Streets of London,Ralph McTell,0.295,155.531,0.396,7.6e-05,0.187,5
621,How You Remind Me,Nickelback,0.764,172.09400000000002,0.446,0.0,0.5429999999999999,2
622,The Boxer,Simon & Garfunkel,0.488,93.01700000000001,0.439,0.000339,0.629,7
623,Bring Me To Life,Evanescence,0.946,189.892,0.312,2.93e-06,0.297,2
624,Stuck In The Middle With You,Stealers Wheel,0.74,124.463,0.7490000000000001,0.0005690000000000001,0.9620000000000001,6
625,Let's Dance - 2002 Remaster,David Bowie,0.6409999999999999,114.696,0.654,0.00321,0.794,6
626,White Wedding - Pt. 1 / Remastered 2002,Billy Idol,0.767,147.347,0.6559999999999999,0.00165,0.747,6
627,Angels,Robbie Williams,0.594,150.22,0.429,4.95e-06,0.23600000000000002,5
628,At The Hop,Danny & The Juniors,0.8640000000000001,194.875,0.405,2.12e-05,0.888,2
629,Nothing Else Matters,Metallica,0.36200000000000004,142.352,0.5529999999999999,6.01e-06,0.158,5
630,Owner of a Lonely Heart,Yes,0.7979999999999999,125.061,0.7440000000000001,0.00367,0.89,6
631,Dreamer - Remastered,Supertramp,0.423,147.815,0.664,0.0202,0.816,0
632,Because the Night,Patti Smith,0.763,123.539,0.466,0.0,0.473,1
633,Wild Horses,The Rolling Stones,0.389,139.506,0.43200000000000005,0.0107,0.158,5
634,Don't Forget To Remember,Bee Gees,0.452,82.807,0.387,1.38e-06,0.466,3
635,By The Time I Get To Phoenix - Remastered 2001,Glen Campbell,0.336,176.66,0.218,1.61e-06,0.23199999999999998,5
636,7 Seconds,Youssou N'Dour,0.7020000000000001,154.19799999999998,0.68,1.79e-06,0.509,1
637,If I Had a Hammer,Trini Lopez,0.9329999999999999,85.505,0.46799999999999997,0.0,0.867,7
638,Free Bird,Lynyrd Skynyrd,0.852,117.41799999999999,0.27899999999999997,0.076,0.43799999999999994,7
639,Uptown Girl,Billy Joel,0.943,128.99200000000002,0.701,0.0,0.7909999999999999,6
640,The Scientist,Coldplay,0.442,146.27700000000002,0.557,1.4599999999999999e-05,0.213,5
641,I Want You Back,The Jackson 5,0.5920000000000001,98.20100000000001,0.672,0.0039299999999999995,0.927,6
642,Speedy Gonzales,Pat Boone,0.447,146.845,0.589,0.0,0.789,2
643,One Day I'll Fly Away,Randy Crawford,0.358,77.78399999999999,0.489,0.018000000000000002,0.42200000000000004,3
644,I Try,Macy Gray,0.642,76.403,0.593,0.000582,0.736,7
645,Higher Love - Full Album Version,Steve Winwood,0.78,98.699,0.696,0.149,0.9540000000000001,6
646,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0.32299999999999995,110.962,0.65,0.0,0.276,3
647,Ticket To Ride - Remastered,The Beatles,0.85,123.419,0.519,0.0,0.7490000000000001,6
648,Eye In The Sky,The Alan Parsons Project,0.41700000000000004,111.928,0.823,0.00098,0.522,0
649,Price Tag,Jessie J,0.831,175.015,0.636,3.85e-06,0.6679999999999999,2
650,Red Red Wine,UB40,0.46799999999999997,89.119,0.857,1.32e-05,0.843,0
651,Drops of Jupiter (Tell Me),Train,0.64,79.297,0.46799999999999997,0.0,0.499,7
652,Common People,Pulp,0.8390000000000001,144.938,0.319,7.99e-05,0.5379999999999999,2
653,99 Luftballons,Nena,0.43799999999999994,193.1,0.466,5.62e-06,0.5870000000000001,2
654,Orinoco Flow - 2009 Remaster,Enya,0.466,114.999,0.6920000000000001,0.109,0.561,0
655,It's a Heartache,Bonnie Tyler,0.7070000000000001,118.875,0.54,1.24e-06,0.494,1
656,Once in a Lifetime - 2005 Remaster,Talking Heads,0.919,117.459,0.644,0.134,0.871,6
657,Ironic - 2015 Remaster,Alanis Morissette,0.5820000000000001,114.926,0.408,0.0,0.365,1
658,Learning To Fly - 2011 Remastered Version,Pink Floyd,0.56,166.585,0.441,0.0296,0.47600000000000003,5
659,Heartbreaker,Dionne Warwick,0.514,100.771,0.6709999999999999,1.53e-05,0.8029999999999999,0
660,Good Year For The Roses,Elvis Costello & The Attractions,0.395,97.272,0.507,0.0006190000000000001,0.457,3
661,Iris,The Goo Goo Dolls,0.79,155.667,0.29100000000000004,5.61e-06,0.513,2
662,Blitzkrieg Bop - 2016 Remaster,Ramones,0.7829999999999999,176.701,0.385,0.47,0.902,4
663,Save Tonight,Eagle-Eye Cherry,0.742,119.49600000000001,0.5479999999999999,3.97e-05,0.583,1
664,Uprising,Muse,0.905,128.019,0.602,0.064,0.41100000000000003,1
665,Ziggy Stardust - 2012 Remaster,David Bowie,0.565,161.124,0.44,0.0,0.495,5
666,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.299,94.992,0.5870000000000001,0.0,0.35600000000000004,3
667,Sunshine Superman,Donovan,0.677,132.783,0.629,9.72e-06,0.627,1
668,The Message - Extended Version,Grandmaster Flash & The Furious Five,0.626,100.6,0.9470000000000001,3.37e-06,0.7240000000000001,0
669,Sledgehammer,Peter Gabriel,0.685,96.458,0.657,0.0,0.424,1
670,Don't Leave Me This Way,Thelma Houston,0.8390000000000001,121.819,0.5529999999999999,5.9999999999999995e-05,0.6729999999999999,6
671,Porcelain,Moby,0.613,94.925,0.515,0.20199999999999999,0.35700000000000004,1
672,We'll Meet Again,Vera Lynn,0.17800000000000002,91.243,0.36200000000000004,0.0,0.248,3
673,Call Me,Blondie,0.628,142.167,0.551,0.000194,0.777,2
674,What's Love Got to Do with It,Tina Turner,0.406,97.84,0.851,6.41e-06,0.792,0
675,Bad Day,Daniel Powter,0.785,140.046,0.599,0.00336,0.52,1
676,Don't Let Me Be Misunderstood,The Animals,0.568,112.584,0.546,0.0,0.488,1
677,Me and Mrs. Jones,Billy Paul,0.555,67.322,0.303,1.16e-06,0.447,3
678,To Be With You,Mr. Big,0.39,83.648,0.695,0.0,0.467,0
679,Are You Gonna Go My Way,Lenny Kravitz,0.67,129.269,0.619,0.0109,0.777,6
680,Livin' On A Prayer,Bon Jovi,0.687,122.666,0.5589999999999999,3.59e-05,0.8540000000000001,6
681,Fever,Peggy Lee,0.0899,137.47299999999998,0.742,0.0,0.35100000000000003,0
682,Free Fallin',Tom Petty,0.435,84.382,0.617,0.0,0.601,0
683,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.607,146.537,0.32799999999999996,0.0,0.395,5
684,Rockin' in the Free World,Neil Young,0.883,131.75,0.491,3.19e-05,0.518,1
685,"Equinoxe, Pt. 5",Jean-Michel Jarre,0.8420000000000001,162.356,0.536,0.935,0.779,4
686,Eye of the Tiger,Survivor,0.43799999999999994,108.965,0.815,0.000466,0.552,0
687,Man On The Moon,R.E.M.,0.695,118.581,0.664,0.000584,0.643,6
688,Nobody Does It Better,Carly Simon,0.40299999999999997,135.384,0.368,7.66e-06,0.33799999999999997,5
689,Like a Prayer,Madonna,0.629,111.926,0.66,7.3e-05,0.324,1
690,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,0.364,98.98100000000001,0.433,3.75e-06,0.0385,3
691,Woman in Love,Barbra Streisand,0.278,169.735,0.469,0.000126,0.331,5
692,Oh! Carol,Neil Sedaka,0.618,132.685,0.579,1e-05,0.816,6
693,Believe,Cher,0.917,132.975,0.652,0.0,0.45899999999999996,1
694,Rehab,Amy Winehouse,0.872,71.515,0.434,1.83e-06,0.732,7
695,Looks Like We Made It,Barry Manilow,0.426,68.66199999999999,0.353,0.00274,0.49200000000000005,3
696,Poker Face,Lady Gaga,0.8059999999999999,118.999,0.851,1.64e-06,0.787,6
697,Autobahn - Single Edit,Kraftwerk,0.502,168.00400000000002,0.35200000000000004,0.882,0.188,4
698,Counting Stars,OneRepublic,0.705,122.016,0.664,0.0,0.47700000000000004,1
699,The Winner Takes It All,ABBA,0.794,126.95100000000001,0.45799999999999996,0.00105,0.505,1
700,Barbara Ann - Remastered,The Beach Boys,0.662,78.732,0.579,0.0,0.9209999999999999,7
701,Boogie Wonderland,"Earth, Wind & Fire",0.7559999999999999,131.715,0.802,0.00765,0.963,6
702,You Get What You Give,New Radicals,0.9009999999999999,113.96700000000001,0.621,0.0,0.7440000000000001,6
703,Fade To Grey,Visage,0.423,112.344,0.604,0.0328,0.47200000000000003,0
704,Lady,Kenny Rogers,0.263,135.36,0.35700000000000004,0.000171,0.26,5
705,I Swear,All-4-One,0.40700000000000003,83.20700000000001,0.532,0.0,0.23,3
706,We Are Family,Sister Sledge,0.893,118.738,0.784,1.57e-05,0.8190000000000001,6
707,Diana,Paul Anka,0.32899999999999996,142.42700000000002,0.557,0.0,0.9420000000000001,0
708,Human,Rag'n'Bone Man,0.7070000000000001,75.09,0.602,0.0,0.5539999999999999,7
709,Tangled up in Blue,Bob Dylan,0.6609999999999999,100.965,0.42100000000000004,1.16e-06,0.5539999999999999,7
710,Bette Davis Eyes,Kim Carnes,0.649,116.624,0.675,0.0,0.596,6
711,Walking in Memphis - Remastered,Marc Cohn,0.483,130.43,0.565,0.0,0.3,1
712,Three Times A Lady - Single Version,Commodores,0.0989,153.607,0.35,0.0027,0.19399999999999998,5
713,Greatest Love of All,Whitney Houston,0.305,131.24200000000002,0.502,3.55e-06,0.248,5
714,Rock & Roll Part 2,Gary Glitter,0.314,129.124,0.71,0.785,0.401,4
715,Clocks,Coldplay,0.7490000000000001,130.97,0.5770000000000001,0.0115,0.255,1
716,Human,The Killers,0.8370000000000001,135.47,0.547,0.000624,0.568,1
717,Walking On Sunshine,Katrina & The Waves,0.8690000000000001,109.902,0.596,0.17300000000000001,0.9440000000000001,6
718,Ça Plane Pour Moi,Plastic Bertrand,0.7879999999999999,165.877,0.489,7.979999999999999e-05,0.88,2
719,She Drives Me Crazy,Fine Young Cannibals,0.687,108.804,0.799,0.000188,0.965,6
720,Just Can't Get Enough,Depeche Mode,0.772,128.166,0.7659999999999999,0.0584,0.92,6
721,Da Ya Think I'm Sexy?,Rod Stewart,0.6890000000000001,111.50399999999999,0.715,0.000192,0.852,6
722,Heartbreak Hotel,Elvis Presley,0.21,93.54299999999999,0.696,1.62e-06,0.7170000000000001,0
723,White Lines (Don't Do It),Grandmaster Flash,0.522,115.26700000000001,0.8440000000000001,3.24e-05,0.7709999999999999,0
724,Sunday Bloody Sunday - Remastered 2008,U2,0.9440000000000001,101.17399999999999,0.5429999999999999,0.0005639999999999999,0.735,7
725,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.728,171.388,0.701,0.00115,0.0591,1
726,"Hold On, I'm Comin'",Sam & Dave,0.33799999999999997,106.84100000000001,0.8029999999999999,0.038,0.912,0
727,Alone,Heart,0.452,175.088,0.418,0.00026000000000000003,0.168,5
728,Brand New Key,Melanie,0.191,84.33,0.7020000000000001,0.00027,0.8390000000000001,0
729,Keep Your Hands to Yourself,The Georgia Satellites,0.882,114.88,0.57,0.000178,0.8440000000000001,6
730,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,0.652,80.609,0.52,5.489999999999999e-05,0.722,7
731,You Light Up My Life,Debby Boone,0.282,77.47,0.322,1.04e-05,0.0785,3
732,Everybody Hurts,R.E.M.,0.324,94.301,0.467,0.0248,0.166,3
733,Don't Bring Me Down,Electric Light Orchestra,0.867,115.69200000000001,0.638,0.000733,0.805,6
734,I'll Make Love To You,Boyz II Men,0.516,142.592,0.57,0.0,0.217,1
735,The River,Bruce Springsteen,0.536,117.49799999999999,0.5870000000000001,2.75e-05,0.59,1
736,School's Out,Alice Cooper,0.662,134.85399999999998,0.28600000000000003,0.138,0.35,5
737,I Just Called To Say I Love You,Stevie Wonder,0.55,113.545,0.746,1.95e-06,0.632,0
738,Knock on Wood,Eddie Floyd,0.34600000000000003,105.164,0.8640000000000001,0.00521,0.9640000000000001,0
739,In My Place,Coldplay,0.588,144.636,0.424,4.95e-06,0.193,5
740,Livin' Thing,Electric Light Orchestra,0.6509999999999999,122.818,0.5489999999999999,0.0,0.368,1
741,Keep on Loving You,REO Speedwagon,0.722,174.732,0.306,0.0,0.41,2
742,Kashmir - 1990 Remaster,Led Zeppelin,0.536,80.617,0.48,4.22e-05,0.581,7
743,Give A Little Bit,Supertramp,0.8220000000000001,91.353,0.5329999999999999,0.00795,0.46299999999999997,7
744,Kids In America,Kim Wilde,0.782,159.621,0.557,6.75e-06,0.305,1
745,Could You Be Loved,Bob Marley & The Wailers,0.72,103.31200000000001,0.9159999999999999,0.00016,0.76,6
746,Into the Mystic - 2013 Remaster,Van Morrison,0.524,86.204,0.608,0.0025399999999999997,0.797,0
747,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick,0.47100000000000003,120.10799999999999,0.6759999999999999,0.0,0.14300000000000002,1
748,Two Princes,Spin Doctors,0.912,103.73100000000001,0.5429999999999999,2.1000000000000002e-06,0.836,6
749,Not Fade Away,Buddy Holly,0.5660000000000001,96.51799999999999,0.772,0.0,0.94,0
750,Gangsta's Paradise,Coolio,0.514,79.97399999999999,0.647,0.0,0.387,3
751,I'm Gonna Be (500 Miles),The Proclaimers,0.551,131.922,0.851,0.0,0.807,0
752,Candle In The Wind - Remastered 2014,Elton John,0.532,124.53,0.601,2.65e-05,0.529,1
753,Arthur's Theme (Best That You Can Do),Christopher Cross,0.515,136.543,0.526,0.000816,0.518,1
754,You Can Leave Your Hat On,Joe Cocker,0.535,173.8,0.65,0.0,0.9,2
755,Dancing In the Dark,Bruce Springsteen,0.9420000000000001,148.72299999999998,0.527,0.0,0.495,1
756,Sabotage,Beastie Boys,0.938,168.13099999999997,0.324,0.0321,0.5429999999999999,2
757,The Unforgiven,Metallica,0.584,139.261,0.54,0.00296,0.244,1
758,How to Save a Life,The Fray,0.743,122.035,0.64,0.0,0.361,1
759,Bobby Brown Goes Down,Frank Zappa,0.5529999999999999,136.52,0.59,0.0,0.7879999999999999,6
760,Killing Me Softly with His Song,Roberta Flack,0.381,121.568,0.47700000000000004,0.0,0.32899999999999996,5
761,Glad All Over,The Dave Clark Five,0.879,137.826,0.465,0.0,0.8909999999999999,2
762,Breaking Up Is Hard to Do,Neil Sedaka,0.6629999999999999,116.603,0.742,0.0,0.9670000000000001,6
763,Stop! In The Name Of Love,The Supremes,0.5920000000000001,114.99,0.629,0.0,0.491,1
764,"Can't Get Enough Of Your Love, Babe",Barry White,0.777,111.833,0.735,0.0611,0.7709999999999999,6
765,Here Without You,3 Doors Down,0.5429999999999999,144.001,0.551,0.0,0.213,1
766,I'm Like A Bird,Nelly Furtado,0.608,89.661,0.622,5.38e-06,0.607,7
767,Do You Know the Way to San Jose,Dionne Warwick,0.657,157.269,0.6579999999999999,9.5e-06,0.888,2
768,I Can Help,Billy Swan,0.6809999999999999,125.204,0.469,0.0109,0.526,1
769,Moonlight Shadow - Remastered,Mike Oldfield,0.7020000000000001,128.38,0.622,1.27e-06,0.826,6
770,I Don't Like Mondays,The Boomtown Rats,0.46,143.60299999999998,0.46399999999999997,0.0,0.47600000000000003,5
771,Down Under,Men At Work,0.45899999999999996,107.115,0.7390000000000001,0.0194,0.892,0
772,Ruby,Kaiser Chiefs,0.9390000000000001,93.416,0.451,4.85e-06,0.44799999999999995,7
773,One Of Us,Joan Osborne,0.49700000000000005,87.541,0.484,7.97e-06,0.384,3
774,Mmm Mmm Mmm Mmm,Crash Test Dummies,0.575,92.934,0.58,1.83e-05,0.37,1
775,No One,Alicia Keys,0.552,89.969,0.649,6.47e-06,0.158,1
776,Only You,Yazoo,0.307,106.15799999999999,0.752,0.000135,0.8540000000000001,0
777,Rosanna,TOTO,0.513,80.64699999999999,0.365,0.000147,0.7390000000000001,7
778,I Saw Her Standing There - Remastered,The Beatles,0.8009999999999999,160.109,0.491,0.0,0.971,2
779,Almaz,Randy Crawford,0.16399999999999998,139.007,0.306,7.68e-06,0.27699999999999997,5
780,Apologize,Timbaland,0.604,118.016,0.653,0.0,0.10099999999999999,1
781,Beds Are Burning - Remastered,Midnight Oil,0.42700000000000005,119.18,0.753,0.00065,0.295,0
782,You'll Never Walk Alone - Mono; 2002 Remaster,Gerry & The Pacemakers,0.265,113.564,0.484,0.0,0.285,3
783,In Dreams,Roy Orbison,0.435,108.189,0.495,0.00037999999999999997,0.71,7
784,Little Red Corvette,Prince,0.746,123.14399999999999,0.748,3.3100000000000005e-05,0.7090000000000001,6
785,The Reason,Hoobastank,0.659,82.95700000000001,0.474,0.0,0.075,3
786,"Shout, Pts. 1 & 2",The Isley Brothers,0.831,137.355,0.467,0.0,0.547,1
787,Blue Moon,The Marcels,0.43200000000000005,127.69,0.624,0.0,0.935,0
788,Play That Funky Music,Wild Cherry,0.672,109.39399999999999,0.8140000000000001,0.0,0.9329999999999999,6
789,Empire State Of Mind,JAY-Z,0.956,173.585,0.491,0.0,0.8109999999999999,2
790,You're Beautiful,James Blunt,0.479,81.99799999999999,0.675,1.76e-05,0.45399999999999996,0
791,Listen To Your Heart,Roxette,0.583,86.06299999999999,0.539,0.0,0.337,3
792,Pumped Up Kicks,Foster The People,0.71,127.975,0.733,0.115,0.965,6
793,I Write The Songs,Barry Manilow,0.381,148.649,0.397,0.0,0.423,5
794,Wherever You Will Go,The Calling,0.7190000000000001,112.027,0.5579999999999999,0.0,0.371,1
795,What's Up?,4 Non Blondes,0.57,134.537,0.5660000000000001,0.0,0.491,1
796,Video Killed The Radio Star,The Buggles,0.6779999999999999,131.165,0.68,0.00828,0.251,1
797,Wicked Game - Remastered,Chris Isaak,0.5529999999999999,112.52,0.664,0.00978,0.287,1
798,Apache,The Shadows,0.451,133.673,0.595,0.929,0.779,4
799,I'll Never Fall in Love Again,Dionne Warwick,0.33899999999999997,136.882,0.6759999999999999,9.77e-06,0.7559999999999999,0
800,Roxanne - Remastered 2003,The Police,0.748,134.001,0.618,4.1e-06,0.662,6
801,"Walk, Don't Run",The Ventures,0.88,155.968,0.423,0.0291,0.96,2
802,Lust For Life,Iggy Pop,0.973,104.225,0.389,5.12e-06,0.669,7
803,Yesterday Once More,Carpenters,0.38,168.49599999999998,0.254,0.0,0.408,5
804,One Way Or Another - Remastered,Blondie,0.914,162.487,0.45,1.42e-05,0.904,2
805,Maybe I’m Amazed - Remastered 2011,Paul McCartney,0.494,79.255,0.47100000000000003,0.0944,0.373,3
806,Eternal Flame,The Bangles,0.233,78.92699999999999,0.521,0.0,0.409,3
807,What You Won't Do for Love,Bobby Caldwell,0.397,84.064,0.642,0.000834,0.7979999999999999,0
808,Somethin' Stupid,Frank Sinatra,0.33799999999999997,207.356,0.257,0.0,0.544,5
809,I Feel for You,Chaka Khan,0.912,124.916,0.698,0.0222,0.797,6
810,Something To Talk About,Bonnie Raitt,0.64,102.633,0.795,2.13e-06,0.9540000000000001,6
811,The Air That I Breathe - 2008 Remaster,The Hollies,0.473,167.792,0.27899999999999997,0.00164,0.24600000000000002,5
812,Sheena Is a Punk Rocker - 2017 Remaster,Ramones,0.965,176.243,0.42,0.000335,0.846,2
813,Streets of Philadelphia - Single Edit,Bruce Springsteen,0.249,93.667,0.7240000000000001,0.11,0.444,0
814,Luka,Suzanne Vega,0.7809999999999999,124.939,0.637,0.00011499999999999999,0.789,6
815,All I Wanna Do,Sheryl Crow,0.528,120.09100000000001,0.82,0.0186,0.9309999999999999,0
816,The Sign,Ace of Base,0.7859999999999999,96.98700000000001,0.8079999999999999,0.0701,0.899,6
817,Feeling Good,Nina Simone,0.326,79.206,0.39899999999999997,0.0,0.546,3
818,Black Night,Deep Purple,0.8420000000000001,134.661,0.531,0.0567,0.84,6
819,Cum On Feel The Noize,Slade,0.83,137.778,0.408,0.58,0.674,4
820,Tubthumping,Chumbawamba,0.88,101.185,0.348,0.0,0.606,7
821,"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette,0.52,78.818,0.402,8.900000000000001e-06,0.767,7
822,Stagger Lee,Lloyd Price,0.544,68.908,0.382,0.0,0.787,7
823,"Pop Muzik - Nik Launay '79 12""",M,0.727,110.796,0.94,0.00021,0.9690000000000001,6
824,I'm Yours,Jason Mraz,0.457,150.953,0.6859999999999999,0.0,0.718,0
825,Money (That's What I Want) - Single Version / Mono,Barrett Strong,0.813,132.313,0.6559999999999999,0.0,0.96,6
